35 94 6 0.007 0.021 0.038 5.429 1.658 27 18.3447 18.5 15.4998 40.221 29 "Mousavi-et-al" 2011 "IranTriaxial"
36 95.6 4.4 0.0079 0.014 0.028 3.544 0.886 26 19.0314 19.1 15.9903 36.297 24 "Mousavi-et-al" 2011 "IranTriaxial"
37 93.2 6.8 0.001 0.013 0.042 42 4.024 24 17.7561 10.15 16.0884 31.392 29 "Mousavi-et-al" 2011 "IranTriaxial"
38 95.4 4.6 0.001 0.0094 0.03 30 2.945 27 20.4048 20.6 16.8732 12.753 11 "Mousavi-et-al" 2011 "IranTriaxial"
39 72.9 27.1 0.001 0.018 0.05 50 6.48 24 15.8922 10.25 14.4207 8.829 27 "Mousavi-et-al" 2011 "IranTriaxial"
40 10.6 89.4 0.07 1.1 4 57.143 4.321 39 15.2055 3.6 14.715 31.392 26 "Mousavi-et-al" 2011 "IranTriaxial"
41 9.6 90.4 0.09 1.9 10 111.111 4.011 31 18.2466 8.5 16.7751 109.872 36 "Mousavi-et-al" 2011 "IranTriaxial"
42 94 6 0.0012 0.015 0.031 25.833 6.048 36 17.4618 15.25 15.1074 25.506 30 "Mousavi-et-al" 2011 "IranTriaxial"
43 83.4 16.6 0.001 0.0064 0.03 30 1.365 40 18.5409 17.1 15.7941 62.784 28 "Mousavi-et-al" 2011 "IranTriaxial"
44 93.8 6.2 5e-04 0.006 0.018 36 4 28 19.7181 20.25 16.3827 12.753 17 "Mousavi-et-al" 2011 "IranTriaxial"
45 75.5 24.5 0.0014 0.01 0.04 28.571 1.786 27 17.4618 7.3 16.2846 112.815 33 "Mousavi-et-al" 2011 "IranTriaxial"
46 97.8 2.2 0.001 0.0082 0.021 21 3.202 29 19.3257 21.2 15.9903 10.791 21 "Mousavi-et-al" 2011 "IranTriaxial"
47 95.3 4.7 0.006 0.021 0.051 8.5 1.441 26 18.0504 21.2 14.9112 1.962 26 "Mousavi-et-al" 2011 "IranTriaxial"
48 94.4 5.6 0.009 0.026 0.05 5.556 1.502 28 19.4238 19.2 16.2846 17.658 14 "Mousavi-et-al" 2011 "IranTriaxial"
49 94.7 5.3 7e-04 0.007 0.021 30 3.333 27 20.2086 20 16.8732 3.924 17 "Mousavi-et-al" 2011 "IranTriaxial"
50 87.5 12.5 0.001 0.0061 0.02 20 1.861 39 20.3067 21.1 16.7751 56.898 29 "Mousavi-et-al" 2011 "IranTriaxial"
51 91 9 0.0011 0.008 0.032 29.091 1.818 41 19.3257 12.9 17.0694 113.796 30 "Mousavi-et-al" 2011 "IranTriaxial"
52 86.3 13.7 0.003 0.014 0.04 13.333 1.633 38 20.3067 15.4 17.5599 171.675 26 "Mousavi-et-al" 2011 "IranTriaxial"
53 58.2 41.8 0.01 0.028 0.1 10 0.784 37 18.3447 13.33 16.1865 82.404 22 "Mousavi-et-al" 2011 "IranTriaxial"
54 89.9 10.1 0.006 0.02 0.037 6.167 1.802 27 15.1074 10.4 13.6359 57.879 28 "Mousavi-et-al" 2011 "IranTriaxial"
55 83.3 16.7 0.006 0.016 0.033 5.5 1.293 28 17.7561 20.7 14.715 7.848 27 "Mousavi-et-al" 2011 "IranTriaxial"
56 79 21 0.003 0.012 0.043 14.333 1.116 23 15.1074 9.1 13.8321 17.658 28 "Mousavi-et-al" 2011 "IranTriaxial"
57 64.4 35.6 0.0061 0.022 0.05 8.197 1.587 22 16.677 5.4 15.7941 49.05 30 "Mousavi-et-al" 2011 "IranTriaxial"
58 91.6 8.4 0.009 0.013 0.03 3.333 0.626 23 17.1675 20.35 14.2245 2.943 26 "Mousavi-et-al" 2011 "IranTriaxial"
59 97.4 2.6 0.009 0.026 0.048 5.333 1.565 25 14.0283 3.5 13.5378 43.164 27 "Mousavi-et-al" 2011 "IranTriaxial"
60 97.6 2.4 0.002 0.0081 0.02 10 1.64 28 16.3827 11.35 14.715 22.563 29 "Mousavi-et-al" 2011 "IranTriaxial"
61 94.4 5.6 0.0018 0.01 0.027 15 2.058 29 15.8922 13.1 14.0283 3.924 23 "Mousavi-et-al" 2011 "IranTriaxial"
62 91.1 8.9 0.002 0.017 0.031 15.5 4.661 25 18.8352 20.96 15.5979 3.924 12 "Mousavi-et-al" 2011 "IranTriaxial"
63 88 12 0.003 0.015 0.034 11.333 2.206 28 17.8542 23.45 14.4207 5.886 15 "Mousavi-et-al" 2011 "IranTriaxial"
64 94.5 5.5 0.0045 0.02 0.034 7.556 2.614 25 16.5789 14.6 14.4207 6.867 31 "Mousavi-et-al" 2011 "IranTriaxial"
65 95.3 4.7 6e-04 0.006 0.02 33.333 3 27 18.639 20.5 15.4998 6.867 22 "Mousavi-et-al" 2011 "IranTriaxial"
66 97.3 2.7 5e-04 0.002 0.011 22 0.727 29 19.2276 23.2 15.5979 40.221 20 "Mousavi-et-al" 2011 "IranTriaxial"
67 90.4 9.6 0.001 0.004 0.028 28 0.571 30 19.2276 28.43 15.0093 9.81 11 "Mousavi-et-al" 2011 "IranTriaxial"
68 97.6 2.4 0.0015 0.007 0.02 13.333 1.633 27 18.2466 14.75 15.8922 76.518 31 "Mousavi-et-al" 2011 "IranTriaxial"
69 91.4 8.6 0.007 0.0023 0.015 2.143 0.05 29 19.1295 27.92 14.9112 22.563 17 "Mousavi-et-al" 2011 "IranTriaxial"
70 99.1 0.9 6e-04 0.0019 0.008 13.333 0.752 31 18.9333 7.5 17.658 72.594 37 "Mousavi-et-al" 2011 "IranTriaxial"
71 95.2 4.8 7e-04 0.014 0.031 44.286 9.032 27 17.3637 14.38 15.2055 57.879 24 "Mousavi-et-al" 2011 "IranTriaxial"
72 61 39 0.0017 0.023 0.07 41.176 4.445 33 19.4238 18.55 16.3827 21.582 18 "Mousavi-et-al" 2011 "IranTriaxial"
73 56.1 43.9 0.001 0.02 0.1 100 4 34 18.639 26.15 14.8131 29.43 3 "Mousavi-et-al" 2011 "IranTriaxial"
74 95.5 4.5 7e-04 0.016 0.032 45.714 11.429 27 19.7181 25.7 15.696 12.753 1 "Mousavi-et-al" 2011 "IranTriaxial"
75 96 4 0.0014 0.0069 0.025 17.857 1.36 28 20.1105 13.4 17.7561 38.259 18 "Mousavi-et-al" 2011 "IranTriaxial"
76 91.8 8.2 0.003 0.02 0.036 12 3.704 30 19.62 19.8 16.3827 13.734 24 "Mousavi-et-al" 2011 "IranTriaxial"
77 93.8 6.2 0.0019 0.018 0.04 21.053 4.263 21 17.4618 14.9 15.2055 31.392 18 "Mousavi-et-al" 2011 "IranTriaxial"
78 99.1 0.9 0.001 0.013 0.03 30 5.633 23 19.2276 14.9 16.7751 16.677 28 "Mousavi-et-al" 2011 "IranTriaxial"
79 97 3 0.001 0.003 0.009 9 1 24 19.2276 24.5 15.4017 36.297 3 "Mousavi-et-al" 2011 "IranTriaxial"
80 52 48 1e-04 0.012 0.115 1150 12.522 24 20.2086 17.9 17.1675 54.936 22 "Mousavi-et-al" 2011 "IranTriaxial"
81 87 13 0.0028 0.016 0.04 14.286 2.286 22 19.2276 25.8 15.3036 25.506 16 "Mousavi-et-al" 2011 "IranTriaxial"
82 85.5 14.5 0.0043 0.02 0.032 7.442 2.907 23 18.3447 14.3 16.0884 49.05 25 "Mousavi-et-al" 2011 "IranTriaxial"
83 95.6 4.4 0.002 0.018 0.038 19 4.263 26 18.4428 23.5 14.9112 12.753 26 "Mousavi-et-al" 2011 "IranTriaxial"
84 78 22 6e-04 0.0068 0.036 60 2.141 30 17.0694 12.5 15.2055 60.822 25 "Mousavi-et-al" 2011 "IranTriaxial"
85 81.8 18.2 0.0019 0.012 0.041 21.579 1.849 29 17.2656 16.5 14.8131 15.696 25 "Mousavi-et-al" 2011 "IranTriaxial"
86 94.7 5.3 0.001 0.007 0.022 22 2.227 29 20.1105 19.1 16.8732 45.126 15 "Mousavi-et-al" 2011 "IranTriaxial"
87 85.7 14.3 0.001 0.01 0.035 35 2.857 28 18.7371 21.6 15.4017 32.373 17 "Mousavi-et-al" 2011 "IranTriaxial"
88 41.4 58.6 0.004 0.028 0.48 120 0.408 25 20.0124 23 16.2846 31.392 12 "Mousavi-et-al" 2011 "IranTriaxial"
